,waktu,user,text,STOP_REMOVAL,STEMMING,labeling
110,2022-08-14 07:54:47+00:00,citayam_fw,demam citayam fashion week sudah sampai bontang peserta anak anak hingga citayamfashionweek cfw,demam citayam fashion week bontang peserta anak anak citayamfashionweek cfw,demam citayam fashion week bontang serta anak anak citayamfashionweek cfw,not bully
111,2022-08-14 07:54:47+00:00,citayam_fw,ada yang beda citayam fashion week pagi ini detiknews citayamfashionweek cfw,beda citayam fashion week pagi detiknews citayamfashionweek cfw,beda citayam fashion week pagi detiknews citayamfashionweek cfw,not bully
112,2022-08-14 07:54:47+00:00,citayam_fw,reaksi nagita slavina soal raffi ahmad bantu marshanda rp300 juta hits citayamfashionweek cfw,reaksi nagita slavina raffi ahmad bantu marshanda rp300 juta hits citayamfashionweek cfw,reaksi nagita slavina raffi ahmad bantu marshanda rp300 juta hits citayamfashionweek cfw,not bully
113,2022-08-14 07:54:46+00:00,citayam_fw,ada fashion week takengon aceh bantu promosi wisata halaman all travel kompas citayamfashionweek cfw,fashion week takengon aceh bantu promosi wisata halaman all travel kompas citayamfashionweek cfw,fashion week takengon aceh bantu promosi wisata halaman all travel kompas citayamfashionweek cfw,not bully
114,2022-08-14 07:54:46+00:00,citayam_fw,namanya melejit berkat citayam fashion week segini tarif endorse bonge dan jeje slebew citayamfashionweek cfw,namanya melejit berkat citayam fashion week segini tarif endorse bonge jeje slebew citayamfashionweek cfw,nama lejit berkat citayam fashion week gin tarif endorse bonge jeje slebew citayamfashionweek cfw,not bully
115,2022-08-14 07:54:45+00:00,citayam_fw,sayangkan citayam fashion week ditutup bima arya sebut nama bonge jeje dan kurma citayamfashionweek cfw,sayangkan citayam fashion week ditutup bima arya nama bonge jeje kurma citayamfashionweek cfw,sayang citayam fashion week tutup bima arya nama bonge jeje kurma citayamfashionweek cfw,not bully
116,2022-08-14 07:54:45+00:00,citayam_fw, balik gemerlap citayam fashion week ada kisah haru pak tua pengais rezeki, gemerlap citayam fashion week kisah haru tua pengais rezeki,gemerlap citayam fashion week kisah haru tua kais rezeki,not bully
117,2022-08-14 07:54:45+00:00,citayam_fw,sebut nama bonge jeje dan kurma bima arya sayangkan citayam fashion week ditutup citayamfashionweek cfw,nama bonge jeje kurma bima arya sayangkan citayam fashion week ditutup citayamfashionweek cfw,nama bonge jeje kurma bima arya sayang citayam fashion week tutup citayamfashionweek cfw,not bully
118,2022-08-14 07:54:44+00:00,citayam_fw,dari citayam untuk indonesia citayamfashionweek cfw,citayam indonesia citayamfashionweek cfw,citayam indonesia citayamfashionweek cfw,not bully
119,2022-08-14 07:54:44+00:00,citayam_fw,lihat gaya sekda dan keluarga nagoya thamrin fashion week kepri citayamfashionweek,lihat gaya sekda keluarga nagoya thamrin fashion week kepri citayamfashionweek,lihat gaya sekda keluarga nagoya thamrin fashion week kepri citayamfashionweek,not bully
120,2022-08-14 07:54:43+00:00,citayam_fw,bima arya sentil pemprov dki soal citayam fashion week orang kan bilang macet citayamfashionweek cfw,bima arya sentil pemprov dki citayam fashion week orang bilang macet citayamfashionweek cfw,bima arya sentil pemprov dki citayam fashion week orang bilang macet citayamfashionweek cfw,bully
121,2022-08-14 07:54:43+00:00,citayam_fw,pelarian narapidana lapas banjarmasin berhasil ditangkap media kalbar citayamfashionweek cfw,pelarian narapidana lapas banjarmasin berhasil ditangkap media kalbar citayamfashionweek cfw,lari narapidana lapas banjarmasin hasil tangkap media kalbar citayamfashionweek cfw,not bully
122,2022-08-14 07:54:42+00:00,citayam_fw,bima arya dihujat usai izinkan citayam fashion week pindah bogor netizen wali kota surken citayamfashionweek,bima arya dihujat izinkan citayam fashion week pindah bogor netizen wali kota surken citayamfashionweek,bima arya hujat izin citayam fashion week pindah bogor netizen wali kota surken citayamfashionweek,bully
123,2022-08-14 07:54:41+00:00,citayam_fw,fashion culinary weekend 2022 siap meriahkan akhir pekan kota bandung bangbara citayamfashionweek cfw,fashion culinary weekend 2022 meriahkan pekan kota bandung bangbara citayamfashionweek cfw,fashion culinary weekend 2022 riah pekan kota bandung bangbara citayamfashionweek cfw,not bully
124,2022-08-14 07:49:22+00:00,suaradotcom,citayam fashion week ditutup bima arya ajak bonge dkk bogor,citayam fashion week ditutup bima arya ajak bonge dkk bogor,citayam fashion week tutup bima arya ajak bonge dkk bogor,not bully
125,2022-08-14 07:49:05+00:00,canctiks, soal negara asia tenggara buah buahan warna merah nama lengkap member scbdclsd merek sabun mandi , negara asia tenggara buah buahan warna merah nama lengkap member scbdclsd merek sabun mandi ,negara asia tenggara buah buah warna merah nama lengkap member scbdclsd merek sabun mandi,not bully
126,2022-08-14 07:48:23+00:00,user06042018, setelah citayam fashion show tamat sekarang anak medan takes sarinah, citayam fashion show tamat anak medan takes sarinah,citayam fashion show tamat anak medan takes sarinah,not bully
127,2022-08-14 07:36:44+00:00,pinklunarplanet, rekomendasi blouse atasan wanita part all item under 100k cocok banget buat kerja kuliah ataupun hangout cek, rekomendasi blouse atasan wanita part all item under 100k cocok banget kerja kuliah hangout cek,rekomendasi blouse atas wanita part all item under 100k cocok banget kerja kuliah hangout cek,not bully
128,2022-08-14 07:36:40+00:00,farizree,citayam ora ada depo bangunan ett alah,citayam ora depo bangunan ett alah,citayam ora depo bangun ett alah,bully
129,2022-08-14 07:35:42+00:00,ngabisaaa, soal negara asia tenggara buah buahan warna merah nama lengkap member scbdclsd merek sabun mandi , negara asia tenggara buah buahan warna merah nama lengkap member scbdclsd merek sabun mandi ,negara asia tenggara buah buah warna merah nama lengkap member scbdclsd merek sabun mandi,not bully
130,2022-08-14 07:33:16+00:00,ngabrose, soal negara asia tenggara buah buahan warna merah nama lengkap member scbdclsd merek sabun mandi , negara asia tenggara buah buahan warna merah nama lengkap member scbdclsd merek sabun mandi ,negara asia tenggara buah buah warna merah nama lengkap member scbdclsd merek sabun mandi,not bully
131,2022-08-14 07:32:00+00:00,cewekbangetid,ternyata kehidupan keluarga kurma citayam enggak seindah yang kita bayangkan lho cbseleb cewekbanget,kehidupan keluarga kurma citayam seindah bayangkan lho cbseleb cewekbanget,hidup keluarga kurma citayam indah bayang lho cbseleb cewekbanget,bully
132,2022-08-14 07:30:03+00:00,aleeshaug, soal negara asia tenggara buah buahan warna merah nama lengkap member scbdclsd merek sabun mandi , negara asia tenggara buah buahan warna merah nama lengkap member scbdclsd merek sabun mandi ,negara asia tenggara buah buah warna merah nama lengkap member scbdclsd merek sabun mandi,not bully
133,2022-08-14 07:29:13+00:00,verascbd,soal negara asia tenggara buah buahan warna merah nama lengkap member scbdclsd merek sabun ,negara asia tenggara buah buahan warna merah nama lengkap member scbdclsd merek sabun ,negara asia tenggara buah buah warna merah nama lengkap member scbdclsd merek sabun,not bully
134,2022-08-14 07:27:28+00:00,nurhayti_174, muslimahnews merespons fenomena citayam ahli geostrategi dari institut muslimah negarawan imune fika komara , muslimahnews merespons fenomena citayam ahli geostrategi institut muslimah negarawan imune fika komara ,muslimahnews respons fenomena citayam ahli geostrategi institut muslimah negarawan imune fika komara,not bully
135,2022-08-14 07:20:10+00:00,ayenzodearya,kata teman citayam mending modal 4000 sudirman timbang gratis taman topi ndak tahu kenapa magnet mama kota ,teman citayam mending modal 4000 sudirman timbang gratis taman topi ndak magnet mama kota ,teman citayam mending modal 4000 sudirman timbang gratis taman topi ndak magnet mama kota,bully
136,2022-08-14 07:12:03+00:00,leetaeyongbest, cardi cable premium rajut tag bintang emon citayam fashion week difitnah baim wong, cardi cable premium rajut tag bintang emon citayam fashion week difitnah baim,cardi cable premium rajut tag bintang emon citayam fashion week fitnah baim,bully
137,2022-08-14 07:07:38+00:00,wanitaidaman88,ada yang bulat tapi bukan harapan sange aaaaaaaaaah ciyatiktok tiktokviral tiktok tiktok18 follow,bulat harapan sange aaaaaaaaaah ciyatiktok tiktokviral tiktok tiktok18 follow,bulat harap sange aaaaaaaaaah ciyatiktok tiktokviral tiktok tiktok18 follow,bully
138,2022-08-14 07:07:31+00:00,jakarta_food,detikfood momen kurma citayam makan sashimi hingga dinner cantik,detikfood momen kurma citayam makan sashimi dinner cantik,detikfood momen kurma citayam makan sashimi dinner cantik,not bully
139,2022-08-14 06:44:38+00:00,ryolandafit, mnctv boy william kencan bareng kurma citayam rctipusada, mnctv boy william kencan bareng kurma citayam rctipusada,mnctv boy william kencan bareng kurma citayam rctipusada,not bully
140,2022-08-14 06:30:25+00:00,purplecheesee, rekomendasi blouse atasan wanita part all item under 100k cocok banget buat kerja kuliah ataupun hangout cek, rekomendasi blouse atasan wanita part all item under 100k cocok banget kerja kuliah hangout cek,rekomendasi blouse atas wanita part all item under 100k cocok banget kerja kuliah hangout cek,not bully
141,2022-08-14 06:25:09+00:00,tugudian,banyuwangi ecoprint fashion week,banyuwangi ecoprint fashion week,banyuwangi ecoprint fashion week,not bully
142,2022-08-14 06:23:50+00:00,ryolandafit, boy william kencan bareng kurma citayam rctipusada, boy william kencan bareng kurma citayam rctipusada,boy william kencan bareng kurma citayam rctipusada,not bully
143,2022-08-14 06:21:46+00:00,ryolandafit, boy william kencan bareng kurma citayam rctipusada, boy william kencan bareng kurma citayam rctipusada,boy william kencan bareng kurma citayam rctipusada,not bully
144,2022-08-14 06:21:17+00:00,pantura26860193, setelah citayam fashion show tamat sekarang anak medan takes sarinah, citayam fashion show tamat anak medan takes sarinah,citayam fashion show tamat anak medan takes sarinah,not bully
145,2022-08-14 06:07:22+00:00,kuatbacacom,kabar citayam fashion week emang masih ada ,kabar citayam fashion week emang ,kabar citayam fashion week emang,bully
146,2022-08-14 06:05:55+00:00,raplip, setelah citayam fashion show tamat sekarang anak medan takes sarinah, citayam fashion show tamat anak medan takes sarinah,citayam fashion show tamat anak medan takes sarinah,not bully
147,2022-08-14 06:01:09+00:00,bahamasjefry, setelah citayam fashion show tamat sekarang anak medan takes sarinah, citayam fashion show tamat anak medan takes sarinah,citayam fashion show tamat anak medan takes sarinah,not bully
148,2022-08-14 05:58:45+00:00,gopank7, salah tradisi perlu dijaga jgn kyk citayam , salah tradisi dijaga jgn kyk citayam ,salah tradisi jaga jgn kyk citayam,bully
149,2022-08-14 05:47:21+00:00,geryspto, setelah citayam fashion show tamat sekarang anak medan takes sarinah, citayam fashion show tamat anak medan takes sarinah,citayam fashion show tamat anak medan takes sarinah,not bully
150,2022-08-14 05:47:00+00:00,officialrcti,boy william kencan bareng kurma citayam rctipusada,boy william kencan bareng kurma citayam rctipusada,boy william kencan bareng kurma citayam rctipusada,not bully
151,2022-08-14 05:46:58+00:00,mantan_pendeta, setelah citayam fashion show tamat sekarang anak medan takes sarinah, citayam fashion show tamat anak medan takes sarinah,citayam fashion show tamat anak medan takes sarinah,not bully
152,2022-08-14 05:44:00+00:00,rctiplus,boy william kencan bareng kurma citayam rctipusada,boy william kencan bareng kurma citayam rctipusada,boy william kencan bareng kurma citayam rctipusada,not bully
153,2022-08-14 05:31:15+00:00,kupastuntasnew,lampung barat fenomena citayam fashion week cfw nampak nya sudah menular berb,lampung barat fenomena citayam fashion week cfw nampak nya menular berb,lampung barat fenomena citayam fashion week cfw nampak nya tular berb,bully
154,2022-08-14 05:29:31+00:00,delisaputri_,emang sebenarnya citayam itu daerah mana ,emang citayam daerah ,emang citayam daerah,bully
155,2022-08-14 05:28:54+00:00,bridwan5, setelah citayam fashion show tamat sekarang anak medan takes sarinah, citayam fashion show tamat anak medan takes sarinah,citayam fashion show tamat anak medan takes sarinah,not bully
156,2022-08-14 05:25:11+00:00,bodenkkoko, setelah citayam fashion show tamat sekarang anak medan takes sarinah, citayam fashion show tamat anak medan takes sarinah,citayam fashion show tamat anak medan takes sarinah,not bully
157,2022-08-14 05:22:51+00:00,andre_oxem, setelah citayam fashion show tamat sekarang anak medan takes sarinah, citayam fashion show tamat anak medan takes sarinah,citayam fashion show tamat anak medan takes sarinah,not bully
158,2022-08-14 05:21:41+00:00,pryanggana,londen itu yang deket citayam ,londen deket citayam ,londen deket citayam,bully
159,2022-08-14 04:56:40+00:00,lampungpostid,citayam fashion week eksistensi milenial era modernisasi citayemfashionweek beritaviral lampungpostid,citayam fashion week eksistensi milenial era modernisasi citayemfashionweek beritaviral lampungpostid,citayam fashion week eksistensi milenial era modernisasi citayemfashionweek beritaviral lampungpostid,not bully
160,2022-08-14 04:56:35+00:00,evicaesio, bandung mah jajan sate hungkul meuni kat garaya pisan jiga miluan citayam fashion week pantesan orang die, bandung mah jajan sate hungkul meuni kat garaya pisan jiga miluan citayam fashion week pantesan orang die,bandung mah jajan sate hungkul meuni kat garaya pis jiga milu citayam fashion week pantesan orang die,bully
161,2022-08-14 04:49:13+00:00,siadiguna,ikonik dari citayam sayangku,ikonik citayam sayangku,ikonik citayam sayang,not bully
162,2022-08-14 04:48:00+00:00,dahsyatmusik,boy william kencan bareng kurma citayam rctipusada,boy william kencan bareng kurma citayam rctipusada,boy william kencan bareng kurma citayam rctipusada,not bully
163,2022-08-14 04:46:00+00:00,officialgtvid,boy william kencan bareng kurma citayam rctipusada,boy william kencan bareng kurma citayam rctipusada,boy william kencan bareng kurma citayam rctipusada,not bully
164,2022-08-14 04:40:39+00:00,joeprasetyas, setelah citayam fashion show tamat sekarang anak medan takes sarinah, citayam fashion show tamat anak medan takes sarinah,citayam fashion show tamat anak medan takes sarinah,not bully
165,2022-08-14 04:35:32+00:00,deeisdiandra,saingan citayam wkwk,saingan citayam wkwk,saing citayam wkwk,bully
166,2022-08-14 04:29:01+00:00,gunsima2, setelah citayam fashion show tamat sekarang anak medan takes sarinah, citayam fashion show tamat anak medan takes sarinah,citayam fashion show tamat anak medan takes sarinah,not bully
167,2022-08-14 04:13:38+00:00,andreas_adym, setelah citayam fashion show tamat sekarang anak medan takes sarinah, citayam fashion show tamat anak medan takes sarinah,citayam fashion show tamat anak medan takes sarinah,not bully
168,2022-08-14 04:08:49+00:00,lubis_punk, setelah citayam fashion show tamat sekarang anak medan takes sarinah, citayam fashion show tamat anak medan takes sarinah,citayam fashion show tamat anak medan takes sarinah,not bully
